sprintId,sprintName,projectName,sprintStartDate,sprintEndDate,storyPoints,sprintDurationPassed,sprintDurationEstimated,parentKey,parentId,sprintStatus,storyKey,isSubTask,storyType,timeSpent,storyStatus,storystatus(list),sprintDurationEstimated(in hours),sprintDurationPassed(in hours),sprintDurationDifference(in hours),parentId(List)
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,0,2849832,604748,-,-,active,HIVERSE-9360,FALSE,Bug,0,To Do,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,0,2849832,604748,-,-,active,HIVERSE-9465,FALSE,Bug,0,Done,done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,0,2849832,604748,-,-,active,HIVERSE-9496,FALSE,Bug,0,To Do,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,0,2849832,604748,-,-,active,HIVERSE-9533,FALSE,Bug,0,To Do,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,3,2849832,604748,-,-,active,HIVERSE-9626,FALSE,Story,"10,800",Q.A Testing,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,3,2849832,604748,-,-,active,HIVERSE-9613,FALSE,Story,"10,800",Q.A Testing,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,13,2849832,604748,-,-,active,HIVERSE-9628,FALSE,Story,"57,600",Development Completed,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,0,2849832,604748,-,-,active,HIVERSE-9633,FALSE,Bug,"1,800",Q.A Testing,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,13,2849832,604748,-,-,active,HIVERSE-9640,FALSE,Story,"48,600",Q.A Testing,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,13,2849832,604748,-,-,active,HIVERSE-9641,FALSE,Story,"38,400",Development Completed,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,0,2849832,604748,-,-,active,HIVERSE-9655,FALSE,Bug,300,Done,done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,0,2849832,604748,-,-,active,HIVERSE-9657,FALSE,Bug,"1,800",Done,done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,0,2849832,604748,-,-,active,HIVERSE-9659,FALSE,Task,"3,600",Done,done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,0,2849832,604748,-,-,active,HIVERSE-9661,FALSE,Bug,"2,700",Done,done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,0,2849832,604748,-,-,active,HIVERSE-9662,FALSE,Bug,900,Q.A Testing,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,13,2849832,604748,-,-,active,HIVERSE-9669,FALSE,Story,"21,600",Development Completed,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,0,2849832,604748,HIVERSE-9669,84897,active,HIVERSE-9692,TRUE,Sub-task,"21,600",Development Completed,not done,167.9855556,791.62,623.6344444,contains Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,13,2849832,604748,-,-,active,HIVERSE-9671,FALSE,Story,"50,400",Q.A Testing,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,0,2849832,604748,HIVERSE-9671,84899,active,HIVERSE-9704,TRUE,Sub-task,"14,400",Q.A Testing,not done,167.9855556,791.62,623.6344444,contains Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,0,2849832,604748,-,-,active,HIVERSE-9675,FALSE,Bug,"5,400",Done,done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,0,2849832,604748,-,-,active,HIVERSE-9685,FALSE,Bug,"5,400",Done,done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,0,2849832,604748,-,-,active,HIVERSE-9686,FALSE,Bug,"1,800",Q.A Testing,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,0,2849832,604748,-,-,active,HIVERSE-9687,FALSE,Bug,0,Done,done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,0,2849832,604748,-,-,active,HIVERSE-9538,FALSE,Bug,"5,400",Q.A Testing,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,5,2849832,604748,-,-,active,HIVERSE-9698,FALSE,Story,"19,800",Q.A Testing,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,8,2849832,604748,-,-,active,HIVERSE-9695,FALSE,Story,"21,600",Q.A Testing,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,5,2849832,604748,-,-,active,HIVERSE-9696,FALSE,Story,"12,000",Development Completed,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,5,2849832,604748,-,-,active,HIVERSE-9697,FALSE,Story,"12,600",Q.A Testing,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,2,2849832,604748,-,-,active,HIVERSE-9499,FALSE,Story,"7,200",Q.A Testing,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,2,2849832,604748,-,-,active,HIVERSE-9500,FALSE,Story,"3,600",Q.A Testing,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,3,2849832,604748,-,-,active,HIVERSE-9502,FALSE,Story,"10,800",Q.A Testing,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,5,2849832,604748,-,-,active,HIVERSE-9699,FALSE,Story,"9,000",Q.A Testing,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,3,2849832,604748,-,-,active,HIVERSE-9705,FALSE,Story,"10,800",Q.A Testing,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,5,2849832,604748,-,-,active,HIVERSE-9700,FALSE,Story,"14,400",Development Completed,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,1,2849832,604748,-,-,active,HIVERSE-9706,FALSE,Story,"3,600",Q.A Testing,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,1,2849832,604748,-,-,active,HIVERSE-9707,FALSE,Story,0,Q.A Testing,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,8,2849832,604748,-,-,active,HIVERSE-9701,FALSE,Story,"32,400",Development Completed,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,13,2849832,604748,-,-,active,HIVERSE-9607,FALSE,Story,"10,800",Development Completed,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,13,2849832,604748,-,-,active,HIVERSE-9606,FALSE,Story,"36,000",Q.A Testing,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,13,2849832,604748,-,-,active,HIVERSE-9608,FALSE,Story,"61,200",Q.A. Testing,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,13,2849832,604748,-,-,active,HIVERSE-9702,FALSE,Story,"68,400",Development Completed,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,8,2849832,604748,-,-,active,HIVERSE-9703,FALSE,Story,"28,800",Development Completed,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,0,2849832,604748,-,-,active,HIVERSE-9412,FALSE,Bug,0,In Progress,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,8,2849832,604748,-,-,active,HIVERSE-9708,FALSE,Story,"28,800",Q.A Testing,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,5,2849832,604748,-,-,active,HIVERSE-9709,FALSE,Story,"10,800",Q.A Testing,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,8,2849832,604748,-,-,active,HIVERSE-9651,FALSE,Story,"28,800",Done,done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,0,2849832,604748,HIVERSE-9651,84787,active,HIVERSE-9714,TRUE,Sub-task,0,Done,done,167.9855556,791.62,623.6344444,contains Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,0,2849832,604748,HIVERSE-9651,84787,active,HIVERSE-9715,TRUE,Sub-task,0,Done,done,167.9855556,791.62,623.6344444,contains Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,5,2849832,604748,-,-,active,HIVERSE-9652,FALSE,Story,"18,000",Done,done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,5,2849832,604748,-,-,active,HIVERSE-9653,FALSE,Story,"18,000",Done,done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,8,2849832,604748,-,-,active,HIVERSE-9654,FALSE,Story,"28,800",Done,done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,8,2849832,604748,-,-,active,HIVERSE-9710,FALSE,Story,"19,200",Blocked,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,8,2849832,604748,-,-,active,HIVERSE-9711,FALSE,Story,"32,400",Blocked,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,13,2849832,604748,-,-,active,HIVERSE-9712,FALSE,Story,"39,600",Blocked,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,5,2849832,604748,-,-,active,HIVERSE-9716,FALSE,Story,"14,400",Development Completed,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,1,2849832,604748,-,-,active,HIVERSE-9717,FALSE,Task,"3,600",Q.A Testing,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,3,2849832,604748,-,-,active,HIVERSE-9722,FALSE,Story,"9,000",Q.A Testing,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,3,2849832,604748,-,-,active,HIVERSE-9723,FALSE,Story,"10,800",Q.A. Testing,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,13,2849832,604748,-,-,active,HIVERSE-9724,FALSE,Story,"36,000",Development Completed,not done,167.9855556,791.62,623.6344444,No Parent
"1,407",HIVERSE - Sprint 79,Hiverse,7/27/2023,8/3/2023,1,2849832,604748,-,-,active,HIVERSE-9725,FALSE,Story,0,Q.A Testing,not done,167.9855556,791.62,623.6344444,No Parent
